央视,#genre#
东方卫视,http://default0-tenc-live.5gtv.com.cn/live/dfwsHD.m3u8
东方卫视,https://livetv-hunan.5gtv.com.cn/live/dfwsHD.m3u8
广东卫视,http://default0-tenc-live.5gtv.com.cn/live/gdwsHD.m3u8
广东卫视,https://livetv-hunan.5gtv.com.cn/live/gdwsHD.m3u8
天津卫视,http://default0-tenc-live.5gtv.com.cn/live/tjwsHD.m3u8
天津卫视,https://livetv-hunan.5gtv.com.cn/live/tjwsHD.m3u8
重庆卫视,http://default0-tenc-live.5gtv.com.cn/live/cqwsHD.m3u8
重庆卫视,https://livetv-hunan.5gtv.com.cn/live/cqwsHD.m3u8
湖南卫视,http://default0-tenc-live.5gtv.com.cn/live/XP_hnwsHD.m3u8
湖南卫视,http://default0-tenc-live.5gtv.com.cn/live/hnwsHD.m3u8
黑龙江卫视,http://default0-tenc-live.5gtv.com.cn/live/hljwsHD.m3u8
黑龙江卫视,https://livetv-hunan.5gtv.com.cn/live/hljwsHD.m3u8
吉林卫视,http://default0-tenc-live.5gtv.com.cn/live/jlws.m3u8
吉林卫视,https://livetv-hunan.5gtv.com.cn/live/jlwsHD.m3u8
辽宁卫视,ttp://default0-tenc-live.5gtv.com.cn/live/XP_lnwsHD.m3u8
辽宁卫视,ttp://default0-tenc-live.5gtv.com.cn/live/lnwsHD.m3u8
内蒙古卫视,http://default0-tenc-live.5gtv.com.cn/live/nmgws.m3u8
内蒙古卫视,https://livetv-hunan.5gtv.com.cn/live/nmgws.m3u8
河北卫视,http://default0-tenc-live.5gtv.com.cn/live/hebwsHD.m3u8
河北卫视,https://livetv-hunan.5gtv.com.cn/live/hebwsHD.m3u8
山东卫视,http://default0-tenc-live.5gtv.com.cn/live/sdwsHD.m3u8
山东卫视,https://livetv-hunan.5gtv.com.cn/live/sdwsHD.m3u8
河南卫视,http://default0-tenc-live.5gtv.com.cn/live/henws.m3u8
河南卫视,https://livetv-hunan.5gtv.com.cn/live/henws.m3u8
山西卫视,http://default0-tenc-live.5gtv.com.cn/live/sxws.m3u8
山西卫视,https://livetv-hunan.5gtv.com.cn/live/sxws.m3u8
陕西卫视,http://default0-tenc-live.5gtv.com.cn/live/shxws.m3u8
陕西卫视,https://livetv-hunan.5gtv.com.cn/live/shxws.m3u8
安徽卫视,http://default0-tenc-live.5gtv.com.cn/live/ahwsHD.m3u8
安徽卫视,https://livetv-hunan.5gtv.com.cn/live/ahwsHD.m3u8
江苏卫视,http://default0-tenc-live.5gtv.com.cn/live/jswsHD.m3u8
江苏卫视,https://livetv-hunan.5gtv.com.cn/live/jswsHD.m3u8
湖北卫视,http://default0-tenc-live.5gtv.com.cn/live/hubwsHD.m3u8
湖北卫视,https://livetv-hunan.5gtv.com.cn/live/hubwsHD.m3u8
浙江卫视,http://default0-tenc-live.5gtv.com.cn/live/zjwsHD.m3u8
浙江卫视,https://livetv-hunan.5gtv.com.cn/live/zjwsHD.m3u8
江西卫视,http://default0-tenc-live.5gtv.com.cn/live/jxwsHD.m3u8
江西卫视,https://livetv-hunan.5gtv.com.cn/live/jxwsHD.m3u8
广西卫视,http://default0-tenc-live.5gtv.com.cn/live/XP_gxws.m3u8
广西卫视,https://livetv-hunan.5gtv.com.cn/live/gxws.m3u8
贵州卫视,http://default0-tenc-live.5gtv.com.cn/live/gzws.m3u8
贵州卫视,https://livetv-hunan.5gtv.com.cn/live/gzws.m3u8
四川卫视,http://default0-tenc-live.5gtv.com.cn/live/scwsHD.m3u8
四川卫视,https://livetv-hunan.5gtv.com.cn/live/scwsHD.m3u8
云南卫视,http://default0-tenc-live.5gtv.com.cn/live/ynws.m3u8
云南卫视,https://livetv-hunan.5gtv.com.cn/live/ynws.m3u8
甘肃卫视,http://default0-tenc-live.5gtv.com.cn/live/gsws.m3u8
甘肃卫视,https://livetv-hunan.5gtv.com.cn/live/gsws.m3u8
宁夏卫视,http://default0-tenc-live.5gtv.com.cn/live/nxws.m3u8
宁夏卫视,https://livetv-hunan.5gtv.com.cn/live/nxws.m3u8
青海卫视,http://default0-tenc-live.5gtv.com.cn/live/qhws.m3u8
青海卫视,https://livetv-hunan.5gtv.com.cn/live/qhws.m3u8
新疆卫视,http://default0-tenc-live.5gtv.com.cn/live/xjws.m3u8
新疆卫视,https://livetv-hunan.5gtv.com.cn/live/xjws.m3u8
西藏卫视,http://default0-tenc-live.5gtv.com.cn/live/xzws.m3u8
西藏卫视,https://livetv-hunan.5gtv.com.cn/live/xzws.m3u8
兵团卫视,http://default0-tenc-live.5gtv.com.cn/live/btws.m3u8
兵团卫视,https://livetv-hunan.5gtv.com.cn/live/btws.m3u8
茶频道,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/cpd.m3u8
快乐垂钓,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/klcd.m3u8
快乐垂钓,https://livetv-hunan.5gtv.com.cn/live/klcd.m3u8
金鹰卡通,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/jyktHD.m3u8
金鹰卡通,https://livetv-hunan.5gtv.com.cn/live/jyktHD.m3u8
金鹰纪实,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/jyjsHD.m3u8
金鹰纪实,https://livetv-hunan.5gtv.com.cn/live/jyjsHD.m3u8
动漫秀场,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/dmxc.m3u8
动漫秀场,https://livetv-hunan.5gtv.com.cn/live/dmxc.m3u8
劲爆体育,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/jbty.m3u8
劲爆体育,https://livetv-hunan.5gtv.com.cn/live/jbty.m3u8
魅力足球,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/mlzq.m3u8
魅力足球,https://livetv-hunan.5gtv.com.cn/live/mlzq.m3u8
游戏风云,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/yxfy.m3u8
游戏风云,https://livetv-hunan.5gtv.com.cn/live/yxfy.m3u8
欢笑剧场,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/hxjc.m3u8
欢笑剧场,https://livetv-hunan.5gtv.com.cn/live/hxjc.m3u8

百视通,#genre#
CCTV1,http://dp.sxtv.top:88/live/bestv.php?id=cctv1
CCTV2,http://dp.sxtv.top:88/live/bestv.php?id=cctv2
CCTV3,http://dp.sxtv.top:88/live/bestv.php?id=cctv3
CCTV4,http://dp.sxtv.top:88/live/bestv.php?id=cctv4
CCTV5,http://dp.sxtv.top:88/live/bestv.php?id=cctv5
CCTV6,http://dp.sxtv.top:88/live/bestv.php?id=cctv6
CCTV7,http://dp.sxtv.top:88/live/bestv.php?id=cctv7
CCTV8,http://dp.sxtv.top:88/live/bestv.php?id=cctv8
CCTV9,http://dp.sxtv.top:88/live/bestv.php?id=cctv9
CCTV10,http://dp.sxtv.top:88/live/bestv.php?id=cctv10
CCTV11,http://dp.sxtv.top:88/live/bestv.php?id=cctv11
CCTV12,http://dp.sxtv.top:88/live/bestv.php?id=cctv12
CCTV13,http://dp.sxtv.top:88/live/bestv.php?id=cctv13
CCTV14,http://dp.sxtv.top:88/live/bestv.php?id=cctv14
CCTV15,http://dp.sxtv.top:88/live/bestv.php?id=cctv15
CCTV16,http://dp.sxtv.top:88/live/bestv.php?id=cctv16
CCTV16,http://dp.sxtv.top:88/live/bestv.php?id=cctv164k
CCTV17,http://dp.sxtv.top:88/live/bestv.php?id=cctv17
CCTV5+,http://dp.sxtv.top:88/live/bestv.php?id=cctv5p
CCTV5+,http://dp.sxtv.top:88/live/bestv.php?id=cctv5p2
CCTV4K,http://dp.sxtv.top:88/live/bestv.php?id=cctv4k
CGTN,http://dp.sxtv.top:88/live/bestv.php?id=cgtn
中国教育1台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy1
中国教育2台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy2
中国教育4台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy4
广西卫视,http://dp.sxtv.top:88/live/bestv.php?id=gxws
广东卫视,http://dp.sxtv.top:88/live/bestv.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/live/bestv.php?id=szws
海南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hainan
三沙卫视,http://dp.sxtv.top:88/live/bestv.php?id=ssws
云南卫视,http://dp.sxtv.top:88/live/bestv.php?id=ynws
贵州卫视,http://dp.sxtv.top:88/live/bestv.php?id=gzws
东南卫视,http://dp.sxtv.top:88/live/bestv.php?id=dnws
厦门卫视,http://dp.sxtv.top:88/live/bestv.php?id=xmws
江西卫视,http://dp.sxtv.top:88/live/bestv.php?id=jxws
安徽卫视,http://dp.sxtv.top:88/live/bestv.php?id=ahws
湖南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hunan
湖北卫视,http://dp.sxtv.top:88/live/bestv.php?id=hubei
河南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hnws
河北卫视,http://dp.sxtv.top:88/live/bestv.php?id=hbws
重庆卫视,http://dp.sxtv.top:88/live/bestv.php?id=cqws
四川卫视,http://dp.sxtv.top:88/live/bestv.php?id=scws
浙江卫视,http://dp.sxtv.top:88/live/bestv.php?id=zjws
江苏卫视,http://dp.sxtv.top:88/live/bestv.php?id=jsws
东方卫视,http://dp.sxtv.top:88/live/bestv.php?id=dfws
东方卫视,http://dp.sxtv.top:88/live/bestv.php?id=zqpd
山东卫视,http://dp.sxtv.top:88/live/bestv.php?id=sdws
北京卫视,http://dp.sxtv.top:88/live/bestv.php?id=bjws
天津卫视,http://dp.sxtv.top:88/live/bestv.php?id=tjws
辽宁卫视,http://dp.sxtv.top:88/live/bestv.php?id=lnws
吉林卫视,http://dp.sxtv.top:88/live/bestv.php?id=jlws
黑龙江卫视,http://dp.sxtv.top:88/live/bestv.php?id=hljws
陕西卫视,http://dp.sxtv.top:88/live/bestv.php?id=sxws
山西卫视,http://dp.sxtv.top:88/live/bestv.php?id=shanxi
甘肃卫视,http://dp.sxtv.top:88/live/bestv.php?id=gsws
宁夏卫视,http://dp.sxtv.top:88/live/bestv.php?id=nxws
青海卫视,http://dp.sxtv.top:88/live/bestv.php?id=qhws
西藏卫视,http://dp.sxtv.top:88/live/bestv.php?id=xzws
新疆卫视,http://dp.sxtv.top:88/live/bestv.php?id=xjws
兵团卫视,http://dp.sxtv.top:88/live/bestv.php?id=btws
内蒙古卫视,http://dp.sxtv.top:88/live/bestv.php?id=nmgws
康巴卫视,http://dp.sxtv.top:88/live/bestv.php?id=kbws
卡酷少儿,http://dp.sxtv.top:88/live/bestv.php?id=kkse
金鹰卡通,http://dp.sxtv.top:88/live/bestv.php?id=jykt
哈哈炫动,http://dp.sxtv.top:88/live/bestv.php?id=hhxd
嘉佳卡通,http://dp.sxtv.top:88/live/bestv.php?id=jjkt
中国天气,http://dp.sxtv.top:88/live/bestv.php?id=zgtq
财富天下,http://dp.sxtv.top:88/live/bestv.php?id=cftx
茶频道,http://dp.sxtv.top:88/live/bestv.php?id=cpd
快乐垂钓,http://dp.sxtv.top:88/live/bestv.php?id=klcd
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc4k
都市剧场,http://dp.sxtv.top:88/live/bestv.php?id=dsjc
动漫秀场,http://dp.sxtv.top:88/live/bestv.php?id=dmxc
乐游,http://dp.sxtv.top:88/live/bestv.php?id=leyou
游戏风云,http://dp.sxtv.top:88/live/bestv.php?id=yxfy
劲爆体育,http://dp.sxtv.top:88/live/bestv.php?id=jbty
魅力足球,http://dp.sxtv.top:88/live/bestv.php?id=mlzq
新视觉,http://dp.sxtv.top:88/live/bestv.php?id=xsj
法治天地,http://dp.sxtv.top:88/live/bestv.php?id=fztd
金色学堂,http://dp.sxtv.top:88/live/bestv.php?id=jsxt
七彩戏剧,http://dp.sxtv.top:88/live/bestv.php?id=qcxj
生活时尚,http://dp.sxtv.top:88/live/bestv.php?id=shss
东方财经,http://dp.sxtv.top:88/live/bestv.php?id=dfcj
星光影院,http://dp.sxtv.top:88/live/bestv.php?id=xgyy
谍战剧场,http://dp.sxtv.top:88/live/bestv.php?id=dzjc
华语影院,http://dp.sxtv.top:88/live/bestv.php?id=hyyy
全球大片,http://dp.sxtv.top:88/live/bestv.php?id=qqdp
热门剧场,http://dp.sxtv.top:88/live/bestv.php?id=rmjc
青春动漫,http://dp.sxtv.top:88/live/bestv.php?id=qcdm
宝宝动画,http://dp.sxtv.top:88/live/bestv.php?id=bbdh
电竞天堂,http://dp.sxtv.top:88/live/bestv.php?id=djtt
热门综艺,http://dp.sxtv.top:88/live/bestv.php?id=rmzy
健康养生,http://dp.sxtv.top:88/live/bestv.php?id=jkys
戏曲精选,http://dp.sxtv.top:88/live/bestv.php?id=xqjx
百变课堂,http://dp.sxtv.top:88/live/bestv.php?id=bbkt
看天下精选,http://dp.sxtv.top:88/live/bestv.php?id=ktxjx
东方影视,http://dp.sxtv.top:88/live/bestv.php?id=dfys
纪实人文,http://dp.sxtv.top:88/live/bestv.php?id=jsrw
金鹰纪实,http://dp.sxtv.top:88/live/bestv.php?id=jyjs
北京纪实科教,http://dp.sxtv.top:88/live/bestv.php?id=bjjskj
五星体育,http://dp.sxtv.top:88/live/bestv.php?id=wxty
第一财经,http://dp.sxtv.top:88/live/bestv.php?id=dycj
海峡卫视,http://dp.sxtv.top:88/live/bestv.php?id=hxws
东方购物,http://dp.sxtv.top:88/live/bestv.php?id=dfgw
福建电视剧,http://dp.sxtv.top:88/live/bestv.php?id=fjdsj
福建教育,http://dp.sxtv.top:88/live/bestv.php?id=fjjy
福建经济,http://dp.sxtv.top:88/live/bestv.php?id=fjjj
福建旅游,http://dp.sxtv.top:88/live/bestv.php?id=fjly
福建少儿,http://dp.sxtv.top:88/live/bestv.php?id=fjse
福建文体,http://dp.sxtv.top:88/live/bestv.php?id=fjwt
福建乡村振兴公共,http://dp.sxtv.top:88/live/bestv.php?id=fjgg
福建新闻,http://dp.sxtv.top:88/live/bestv.php?id=fjxw
福建综合,http://dp.sxtv.top:88/live/bestv.php?id=fjzh
浦东电视台,http://dp.sxtv.top:88/live/bestv.php?id=pudong
上海ICS,http://dp.sxtv.top:88/live/bestv.php?id=shics
上海都市,http://dp.sxtv.top:88/live/bestv.php?id=shds
上海教育,http://dp.sxtv.top:88/live/bestv.php?id=shjy
上海新闻综合,http://dp.sxtv.top:88/live/bestv.php?id=shxwzh
西藏藏语,http://dp.sxtv.top:88/live/bestv.php?id=xzzy
空中课堂一年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt1
空中课堂二年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt2
空中课堂三年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt3
空中课堂四年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt4
空中课堂五年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt5
空中课堂六年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt6
空中课堂七年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt7
空中课堂八年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt8
空中课堂九年级,http://dp.sxtv.top:88/live/bestv.php?id=kzkt9
空中课堂高一,http://dp.sxtv.top:88/live/bestv.php?id=kzktg1
空中课堂高二,http://dp.sxtv.top:88/live/bestv.php?id=kzktg2
空中课堂高三,http://dp.sxtv.top:88/live/bestv.php?id=kzktg3

银河IPV6,#genre#
CCTV1,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV11,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV12,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV13,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV14,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV15,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV16,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV1,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV2,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV4,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
女性时尚,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002475/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
世界地理,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002485/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
怀旧剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
风云剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
兵器科技,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002515/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
风云音乐,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
央视台球,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002496/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
高尔夫网球,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002497/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
第一剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
央视文化精品http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002535/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
京视剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC电影,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
欢笑剧场4K,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
都市剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视极清,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001026/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001027/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001032/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001028/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001025/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001296/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
重庆卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001298/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001299/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001031/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001030/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001053/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广西卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
海南卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
四川卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001036/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
河南卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001056/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东南卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001044/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001037/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江西卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001045/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
吉林卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001049/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山西卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
贵州卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001048/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
青海卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001033/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
云南卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001046/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
河北卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001039/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宁夏卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
新疆卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
甘肃卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001059/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西藏卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
